timestamp,price,market_cap,volume,hour_key
2025-03-04 23:09:37.480000,87654.10477359233,1.7378471285784778E12,6.336306132815918E10,2025030423
2025-03-05 00:05:05.626000,87536.70299445765,1.737381784517406E12,7.003518072990804E10,2025030500
2025-03-05 01:05:17.158000,87310.80531078295,1.7314416680696523E12,6.586335668042408E10,2025030501
2025-03-05 02:09:28.500000,86671.69226701841,1.720857098384173E12,6.550108643039104E10,2025030502
2025-03-05 03:04:59.180000,87636.02617297841,1.7368327252987947E12,6.536404641438747E10,2025030503
2025-03-05 04:04:22.285000,87336.45385836615,1.7368550790904436E12,6.291748348322576E10,2025030504
2025-03-05 05:02:20.356000,86728.88847600293,1.7313033731628396E12,6.031944859026196E10,2025030505
2025-03-05 06:04:50.902000,86938.4775519185,1.7254833694268882E12,5.977195876297294E10,2025030506
2025-03-05 07:04:38.467000,87196.79381349821,1.7282659128834036E12,5.7403745820549484E10,2025030507
2025-03-05 08:09:27.015000,87572.61283398556,1.7358173476922031E12,5.893144673802882E10,2025030508
2025-03-05 09:09:35.131000,87642.61154756158,1.7383841391863796E12,5.164742605331684E10,2025030509
2025-03-05 10:02:37.473000,87717.3980065317,1.739738441943482E12,5.9496891880850945E10,2025030510
2025-03-05 11:09:24.495000,88641.41361763507,1.7569349568206084E12,5.73587598486191E10,2025030511
2025-03-05 12:05:18.006000,89850.54371051837,1.7822221586167412E12,6.093825704589527E10,2025030512
2025-03-05 13:03:04.102000,89753.15776222358,1.7864444795063167E12,5.744820017293529E10,2025030513
2025-03-05 14:01:53.736000,90352.05950695107,1.7917644387529658E12,5.0751908080991066E10,2025030514
2025-03-05 15:04:40.511000,89433.26802498609,1.7736159603179155E12,6.00811744949784E10,2025030515
2025-03-05 16:09:07.195000,89053.99855085106,1.7646394988194436E12,5.4794469304497925E10,2025030516
2025-03-05 17:04:55.249000,88337.21345459952,1.758011744801255E12,6.018795534195861E10,2025030517
2025-03-05 18:04:39.969000,89190.8514508287,1.757102715071332E12,6.154790574566404E10,2025030518
2025-03-05 19:08:45.387000,89693.88203144133,1.7728255132807017E12,5.7405038359247635E10,2025030519
2025-03-05 20:04:51.192000,89762.80824021908,1.776226914017209E12,5.716532021983549E10,2025030520
2025-03-05 21:04:49.214000,89840.50983422284,1.7824217783612905E12,5.107060193967914E10,2025030521
2025-03-05 22:04:42.924000,90363.81178680262,1.7943117527514841E12,5.413612782242089E10,2025030522
2025-03-05 23:09:34.888000,90315.43269286388,1.7925411683440334E12,5.186504079019625E10,2025030523
2025-03-06 00:03:30.643000,90503.36669781877,1.7941531424753542E12,5.174272863656275E10,2025030600
2025-03-06 01:09:15.277000,90746.37808455544,1.799831157299499E12,5.17922241286096E10,2025030601
2025-03-06 02:07:27.861000,90173.67851810707,1.788642755969027E12,5.050857578333527E10,2025030602
2025-03-06 03:08:58.379000,91565.19124357773,1.80736117631653E12,5.219824936337467E10,2025030603
2025-03-06 04:06:46.257000,91833.40344858613,1.8232309057792124E12,4.686133134952848E10,2025030604
2025-03-06 05:03:45.636000,91778.32417365785,1.8160451754631575E12,4.917703004421839E10,2025030605
2025-03-06 06:04:33.957000,92300.44149363266,1.8321681193284634E12,4.7633856078249115E10,2025030606
2025-03-06 08:04:29.884000,91906.28728287248,1.824453752606309E12,5.1925651488235214E10,2025030608
2025-03-06 09:04:57.205000,91331.32236389222,1.810583891610171E12,4.3958051045742386E10,2025030609
2025-03-06 10:04:41.899000,91202.75078154197,1.8103112403918452E12,5.427783420509184E10,2025030610
2025-03-06 11:01:39.106000,90733.51714965983,1.7992487728076487E12,4.376669529427222E10,2025030611
2025-03-06 12:08:33.421000,91044.06230513072,1.8056876956973572E12,5.211148453123207E10,2025030612
2025-03-06 13:02:29.709000,91336.03520982015,1.8108293631246833E12,5.0705193326386314E10,2025030613
2025-03-06 14:05:14.115000,90211.93247418404,1.7887404663154622E12,4.979587972819815E10,2025030614
2025-03-06 15:04:25.290000,89582.37084959116,1.7817545827077737E12,4.88696329836031E10,2025030615
2025-03-06 16:04:54.100000,89907.2491350427,1.781716054156034E12,4.8301814632226944E10,2025030616
2025-03-06 17:09:58.971000,90975.81551374556,1.8021885903111367E12,4.709420278446353E10,2025030617
2025-03-06 18:09:37.465000,88376.11449099529,1.7612899042213906E12,4.603095763849938E10,2025030618
2025-03-06 19:09:45.210000,88647.72782696952,1.7593669049535957E12,4.007929056847492E10,2025030619
2025-03-06 20:04:57.636000,88396.31309600835,1.7548125545939468E12,4.65198707140301E10,2025030620
2025-03-06 21:04:52.643000,89057.38701611568,1.771499571198773E12,4.691967796990095E10,2025030621
2025-03-06 22:04:51.470000,89144.13673375164,1.769227045806434E12,4.329957169275057E10,2025030622
2025-03-06 23:03:41.873000,89469.52920050574,1.775588184990663E12,3.640369119221701E10,2025030623
2025-03-07 00:09:42.954000,90450.752622387,1.7906388394158406E12,4.408308260113379E10,2025030700
2025-03-07 01:04:45.916000,89924.21242214506,1.7834901953394204E12,4.908740845531045E10,2025030701
2025-03-07 02:04:38.655000,85590.46644276992,1.693961769430976E12,5.094585393872636E10,2025030702
2025-03-07 03:04:53.352000,88065.84191323837,1.7441329101236284E12,5.945538273129164E10,2025030703
2025-03-07 04:03:51.158000,87271.80248912342,1.7317430476723867E12,5.867615494222805E10,2025030704
2025-03-07 05:09:13.683000,87042.73344323806,1.7244822215913972E12,5.749171463291844E10,2025030705
2025-03-07 06:04:51.520000,87679.70424451,1.739651353704835E12,5.9566696173142204E10,2025030706
2025-03-07 07:04:47.877000,88258.51066032593,1.7515714361096116E12,5.793156140784056E10,2025030707
2025-03-07 08:05:31.022000,88314.21615036289,1.7508655684501973E12,5.97206331099638E10,2025030708
2025-03-07 09:04:52.441000,88320.92622329212,1.7516992238642473E12,6.0541137865366905E10,2025030709
2025-03-07 10:04:51.273000,88405.65836333216,1.7510446653795715E12,6.0849218235053764E10,2025030710
2025-03-07 11:03:16.463000,88924.81213521794,1.7643700320985786E12,6.022655500224265E10,2025030711
2025-03-07 12:09:01.052000,89111.65620602341,1.769100087583968E12,6.022665345519818E10,2025030712
2025-03-07 13:04:28.809000,88902.02000740796,1.7633525679790508E12,5.991198567991203E10,2025030713
2025-03-07 14:04:45.729000,89125.67845016974,1.7664571221775647E12,5.983546608220887E10,2025030714
2025-03-07 15:04:19.443000,89244.5516035285,1.7748096302593186E12,6.206256598592941E10,2025030715
2025-03-07 16:09:30.238000,90647.79774677548,1.7984023469338271E12,6.0013650573982475E10,2025030716
2025-03-07 17:03:46.811000,88400.14740092268,1.760113687241908E12,6.096715489164588E10,2025030717
2025-03-07 18:04:45.624000,87154.86514264582,1.7281848371392383E12,6.398862283311931E10,2025030718
2025-03-07 19:09:34.770000,88141.8174666587,1.7448620542578357E12,6.450975035137044E10,2025030719
2025-03-07 20:04:49.766000,88541.86793090396,1.756791904611083E12,6.676060256362371E10,2025030720
2025-03-07 21:04:35.701000,87732.0584170869,1.7397610211181597E12,6.226844649437211E10,2025030721
2025-03-07 22:04:50.673000,87087.52556159606,1.7281177464184238E12,6.83643729993204E10,2025030722
2025-03-07 23:07:52.114000,86074.17176417045,1.7050852292503232E12,6.935633696563359E10,2025030723
2025-03-08 00:05:40.479000,86744.24445440294,1.721000656346249E12,6.10768888661753E10,2025030800
2025-03-08 01:05:14.713000,86719.52967663977,1.7200299236847087E12,6.265366392444229E10,2025030801
2025-03-08 02:05:21.368000,86828.25763790608,1.7224117033080679E12,5.613803154980615E10,2025030802
2025-03-08 03:05:41.100000,85996.318846237,1.7022346843314768E12,5.494405244371158E10,2025030803
2025-03-08 04:08:01.201000,86033.33085080402,1.7077627729682812E12,5.581644704718446E10,2025030804
2025-03-08 05:00:31.701000,85923.7255070287,1.7054655918276409E12,5.4408916906450745E10,2025030805
2025-03-08 06:04:42.108000,86429.28703776673,1.7137769863468425E12,5.2345938597614426E10,2025030806
2025-03-08 07:04:54.087000,86272.32934188849,1.7109901217816404E12,4.59356820644375E10,2025030807
2025-03-08 08:04:57.243000,86446.61234844815,1.71375681893673E12,5.2712511116173225E10,2025030808
2025-03-08 09:04:51.873000,86159.46358384956,1.710145190102257E12,5.246610658261178E10,2025030809
2025-03-08 10:05:03.808000,86086.71730752365,1.7069935450740007E12,5.151590718367715E10,2025030810
2025-03-08 11:04:45.239000,85917.18104453273,1.703310426036519E12,4.1888123825215355E10,2025030811
2025-03-08 12:04:17.792000,86117.70061095654,1.7073719095371763E12,5.013414560169014E10,2025030812
2025-03-08 13:04:04.970000,85921.73893775303,1.703451070368792E12,4.8146807544987526E10,2025030813
2025-03-08 14:04:51.717000,86191.79335973802,1.7110579477238625E12,4.9191426182351585E10,2025030814
2025-03-08 15:09:33.538000,86367.34063862744,1.7120736338625967E12,4.616096530982275E10,2025030815
2025-03-08 16:04:45.879000,86321.57388571232,1.7115575347171997E12,4.349528287345695E10,2025030816
2025-03-08 17:09:48.789000,86336.38588461682,1.7137895836806643E12,3.654291302877803E10,2025030817
2025-03-08 18:03:52.315000,86100.88808714508,1.7082795835028772E12,3.4265793160388557E10,2025030818
2025-03-08 19:05:28.054000,85960.72871801039,1.704649788761598E12,3.1348091462820206E10,2025030819
2025-03-08 20:03:35.924000,86012.24203443361,1.705950555451444E12,2.360319628730605E10,2025030820
